Date,Document Number,Name,Item,Brand,Category,Quantity,Item Rate,Amount (Tax),Amount (Shipping),Amount (Transaction Total),Amount (Discount),Amount,Shipping State/Province
02/01/2024,SO1609,Birch & Co,Hand Lotion,Northwind,Beverages,12,36.41,34.44,46.36,654.84,0.0,574.04,NJ
02/01/2024,SO1610,Riverside Market,Hand Lotion,Crestline,Snacks,113,8.03,71.53,48.71,1312.39,0.0,1192.15,CT
02/01/2024,SO1611,Harbor Wholesale,Hand Lotion,Aurora,Beverages,9,33.96,24.09,38.43,464.08,0.0,401.56,DE
02/01/2024,SO1612,Riverside Market,Dish Soap,Aurora,Household,69,38.37,208.7,26.05,3713.15,0.0,3478.4,PA
02/01/2024,SO1613,Lakeside Provisions,Trail Mix,Northwind,Snacks,74,13.8,80.5,39.4,1461.58,0.0,1341.68,NJ
02/01/2024,SO1614,Willow Distributors,Trail Mix,Aurora,Personal Care,36,8.36,23.72,41.3,460.43,0.0,395.41,PA
02/01/2024,SO1615,Summit Foods,Hand Lotion,Northwind,Personal Care,42,9.69,32.08,3.16,569.94,0.0,534.7,MD
02/01/2024,SO1616,Riverside Market,Spring Water 24pk,Northwind,Snacks,40,15.73,49.6,13.16,889.42,0.0,826.66,MD
02/01/2024,SO1617,Willow Distributors,Hand Lotion,Aurora,Household,70,19.0,104.84,17.32,1869.55,0.0,1747.39,CT
02/01/2024,SO1618,Summit Foods,Trail Mix,Crestline,Household,77,24.41,148.17,41.26,2658.86,0.0,2469.43,DE
02/01/2024,SO1619,Harbor Wholesale,Cola 12pk,Aurora,Household,66,21.78,113.32,30.03,2031.95,0.0,1888.6,MD
02/01/2024,SO1620,Pine Street Deli,Trail Mix,Aurora,Snacks,59,9.79,45.53,39.31,843.72,0.0,758.88,DE
02/01/2024,SO1621,Pine Street Deli,Spring Water 24pk,Vanta,Snacks,19,44.67,66.9,42.57,1224.55,0.0,1115.08,CT
02/01/2024,SO1622,Lakeside Provisions,Volume Discount,Aurora,Snacks,1,-187.51,0.0,0.0,0.0,40.95,-167.14,CT
02/01/2024,SO1623,Willow Distributors,Damaged,Aurora,Household,8,25.36,0.0,0.0,0.0,0.0,591.07,DE
03/01/2024,SO1624,Lakeside Provisions,Cola 12pk,Northwind,Personal Care,84,11.9,80.97,40.94,1471.37,0.0,1349.46,PA
03/01/2024,SO1625,Cedar Mart,Spring Water 24pk,Northwind,Beverages,19,19.93,30.67,8.68,550.55,0.0,511.2,MA
03/01/2024,SO1626,Maple Grocers,Dish Soap,Aurora,Snacks,6,12.39,6.02,47.87,154.25,0.0,100.36,NJ
03/01/2024,SO1627,Lakeside Provisions,Cola 12pk,Aurora,Household,86,29.92,208.42,41.12,3723.25,0.0,3473.71,DE
03/01/2024,SO1628,Lakeside Provisions,Hand Lotion,Vanta,Beverages,29,23.13,54.33,15.69,975.56,0.0,905.54,DE
03/01/2024,SO1629,Pine Street Deli,Spring Water 24pk,Northwind,Household,99,23.46,188.13,30.31,3353.87,0.0,3135.43,NJ
03/01/2024,SO1630,Summit Foods,Cola 12pk,Northwind,Household,58,37.83,177.73,15.88,3155.7,0.0,2962.09,CT
03/01/2024,SO1631,Pine Street Deli,Hand Lotion,Aurora,Snacks,103,19.74,164.69,7.32,2916.86,0.0,2744.85,NJ
03/01/2024,SO1632,Riverside Market,Hand Lotion,Northwind,Beverages,102,5.86,48.42,1.29,856.63,0.0,806.92,CT
03/01/2024,SO1633,Pine Street Deli,Trail Mix,Aurora,Beverages,29,12.77,30.0,4.0,533.95,0.0,499.95,NJ
03/01/2024,SO1634,Maple Grocers,Trail Mix,Northwind,Personal Care,16,43.56,56.45,21.62,1018.97,0.0,940.9,PA
03/01/2024,SO1635,Summit Foods,Dish Soap,Crestline,Snacks,17,42.33,58.29,43.81,1073.57,0.0,971.47,DE
03/01/2024,SO1636,Riverside Market,Spring Water 24pk,Crestline,Household,97,7.44,58.46,32.04,1064.77,0.0,974.27,MD
03/01/2024,SO1637,Pine Street Deli,Cola 12pk,Vanta,Beverages,97,3.74,29.38,30.13,549.26,0.0,489.75,PA
03/01/2024,SO1638,Cedar Mart,Hand Lotion,Aurora,Household,27,9.39,20.54,3.07,365.88,0.0,342.27,NJ
03/01/2024,SO1639,Willow Distributors,Trail Mix,Vanta,Household,87,11.05,77.87,10.59,1386.28,0.0,1297.82,NY
03/01/2024,SO1640,Riverside Market,Cola 12pk,Crestline,Beverages,15,34.68,42.14,30.97,775.38,0.0,702.27,NY
03/01/2024,SO1641,Maple Grocers,Spring Water 24pk,Aurora,Snacks,83,44.31,297.9,11.96,5274.8,0.0,4964.94,NJ
03/01/2024,SO1642,Oakwood Retail,Hand Lotion,Vanta,Snacks,103,6.13,51.14,39.13,942.65,0.0,852.38,NY
03/01/2024,SO1643,Birch & Co,Hand Lotion,Aurora,Snacks,114,7.24,66.85,34.61,1215.7,0.0,1114.24,PA
03/01/2024,SO1644,Harbor Wholesale,Volume Discount,Vanta,Household,1,-111.7,0.0,0.0,0.0,199.41,-166.51,PA
04/01/2024,SO1645,Willow Distributors,Dish Soap,Aurora,Beverages,97,29.2,223.28,26.35,3970.91,0.0,3721.28,MA
04/01/2024,SO1646,Summit Foods,Trail Mix,Aurora,Beverages,107,33.42,281.89,39.6,5019.66,0.0,4698.17,CT
04/01/2024,SO1647,Cedar Mart,Dish Soap,Aurora,Household,67,21.89,115.61,9.73,2052.24,0.0,1926.9,PA
04/01/2024,SO1648,Birch & Co,Hand Lotion,Aurora,Beverages,11,25.07,21.74,24.08,408.13,0.0,362.31,PA
04/01/2024,SO1649,Pine Street Deli,Cola 12pk,Northwind,Household,75,33.81,199.89,38.47,3569.9,0.0,3331.54,DE
04/01/2024,SO1650,Cedar Mart,Dish Soap,Northwind,Personal Care,59,20.48,95.25,24.07,1706.84,0.0,1587.52,MD
04/01/2024,SO1651,Birch & Co,Trail Mix,Northwind,Snacks,106,13.91,116.23,38.01,2091.43,0.0,1937.19,NJ
04/01/2024,SO1652,Maple Grocers,Trail Mix,Vanta,Household,62,10.97,53.62,30.95,978.16,0.0,893.59,DE
04/01/2024,SO1653,Oakwood Retail,Spring Water 24pk,Aurora,Personal Care,17,3.51,4.7,12.06,95.16,0.0,78.4,MD
04/01/2024,SO1654,Riverside Market,Trail Mix,Crestline,Snacks,89,11.35,79.63,3.23,1410.02,0.0,1327.16,CT
04/01/2024,SO1655,Maple Grocers,Trail Mix,Vanta,Household,36,23.49,66.66,5.49,1183.17,0.0,1111.02,NJ
04/01/2024,SO1656,Harbor Wholesale,Cola 12pk,Aurora,Personal Care,64,30.14,152.06,24.97,2711.35,0.0,2534.32,DE
04/01/2024,SO1657,Cedar Mart,Spring Water 24pk,Crestline,Beverages,59,9.27,43.11,6.36,768.04,0.0,718.57,MA
04/01/2024,SO1658,Lakeside Provisions,Spring Water 24pk,Northwind,Beverages,38,16.64,49.85,36.87,917.48,0.0,830.76,CT
04/01/2024,SO1659,Harbor Wholesale,Dish Soap,Northwind,Household,108,37.05,315.43,30.7,5603.28,0.0,5257.15,MD
04/01/2024,SO1660,Lakeside Provisions,Dish Soap,Crestline,Household,33,22.3,58.01,39.25,1064.11,0.0,966.85,CT
04/01/2024,SO1661,Harbor Wholesale,Spring Water 24pk,Crestline,Snacks,17,8.59,11.51,5.11,208.48,0.0,191.86,NY
04/01/2024,SO1662,Summit Foods,Spring Water 24pk,Aurora,Snacks,13,42.6,43.66,40.44,811.7,0.0,727.6,CT
04/01/2024,SO1663,Oakwood Retail,Hand Lotion,Vanta,Beverages,52,13.7,56.16,42.04,1034.17,0.0,935.97,MA
04/01/2024,SO1664,Harbor Wholesale,Hand Lotion,Crestline,Household,62,13.63,66.62,39.06,1215.94,0.0,1110.26,CT
04/01/2024,SO1665,Riverside Market,Spring Water 24pk,Crestline,Snacks,32,29.76,75.07,32.97,1359.22,0.0,1251.18,MD
05/01/2024,SO1666,Willow Distributors,Spring Water 24pk,Crestline,Snacks,64,21.93,102.32,44.12,1851.72,0.0,1705.28,MD
05/01/2024,SO1667,Summit Foods,Spring Water 24pk,Crestline,Snacks,73,33.97,180.78,25.61,3219.36,0.0,3012.97,PA
05/01/2024,SO1668,Birch & Co,Spring Water 24pk,Vanta,Household,105,5.01,38.35,1.9,679.4,0.0,639.15,PA
05/01/2024,SO1669,Maple Grocers,Hand Lotion,Northwind,Personal Care,91,33.09,219.52,3.6,3881.72,0.0,3658.6,MA
05/01/2024,SO1670,Riverside Market,Hand Lotion,Northwind,Beverages,28,7.43,15.17,1.78,269.72,0.0,252.77,MD
05/01/2024,SO1671,Riverside Market,Spring Water 24pk,Northwind,Beverages,24,33.98,59.45,17.66,1067.97,0.0,990.86,MD
05/01/2024,SO1672,Summit Foods,Trail Mix,Northwind,Personal Care,114,44.65,371.07,48.54,6604.08,0.0,6184.47,PA
05/01/2024,SO1673,Willow Distributors,Cola 12pk,Aurora,Household,87,30.78,195.22,9.26,3458.08,0.0,3253.6,MD
05/01/2024,SO1674,Maple Grocers,Spring Water 24pk,Aurora,Snacks,111,20.31,164.35,27.48,2930.94,0.0,2739.11,DE
05/01/2024,SO1675,Summit Foods,Spring Water 24pk,Vanta,Household,100,5.89,42.94,21.21,779.79,0.0,715.64,NJ
05/01/2024,SO1676,Cedar Mart,Spring Water 24pk,Aurora,Snacks,115,6.45,54.07,48.39,1003.69,0.0,901.23,MA
05/01/2024,SO1677,Lakeside Provisions,Hand Lotion,Vanta,Beverages,99,35.86,258.81,11.39,4583.62,0.0,4313.42,CT
05/01/2024,SO1678,Summit Foods,Dish Soap,Vanta,Snacks,77,19.04,106.88,10.28,1898.45,0.0,1781.29,NY
05/01/2024,SO1679,Pine Street Deli,Hand Lotion,Crestline,Snacks,53,13.73,53.05,13.04,950.23,0.0,884.14,NJ
05/01/2024,SO1680,Pine Street Deli,Hand Lotion,Northwind,Personal Care,109,30.04,238.7,26.52,4243.57,0.0,3978.35,MA
05/01/2024,SO1681,Maple Grocers,Spring Water 24pk,Vanta,Household,66,40.62,195.44,16.11,3468.87,0.0,3257.32,CT
05/01/2024,SO1682,Lakeside Provisions,Trail Mix,Northwind,Snacks,40,15.3,44.61,49.0,837.19,0.0,743.58,DE
05/01/2024,SO1683,Lakeside Provisions,Dish Soap,Aurora,Personal Care,17,27.46,34.03,37.4,638.62,0.0,567.19,MA
06/01/2024,SO1684,Oakwood Retail,Cola 12pk,Vanta,Household,14,17.21,15.61,46.4,322.23,0.0,260.22,CT
06/01/2024,SO1685,Summit Foods,Spring Water 24pk,Crestline,Household,59,6.99,26.72,18.8,490.92,0.0,445.4,MA
06/01/2024,SO1686,Maple Grocers,Dish Soap,Northwind,Beverages,82,21.46,114.03,30.65,2045.18,0.0,1900.5,MD
06/01/2024,SO1687,Birch & Co,Dish Soap,Vanta,Snacks,26,14.5,24.43,46.42,478.01,0.0,407.16,NY
06/01/2024,SO1688,Harbor Wholesale,Trail Mix,Aurora,Household,48,11.29,35.12,44.35,664.74,0.0,585.27,MA
06/01/2024,SO1689,Harbor Wholesale,Cola 12pk,Aurora,Personal Care,25,15.01,24.32,40.8,470.39,0.0,405.27,PA
06/01/2024,SO1690,Summit Foods,Trail Mix,Northwind,Household,43,38.55,107.42,45.95,1943.63,0.0,1790.26,MD
06/01/2024,SO1691,Willow Distributors,Spring Water 24pk,Crestline,Household,22,29.71,42.35,11.05,759.31,0.0,705.91,MA
06/01/2024,SO1692,Willow Distributors,Trail Mix,Northwind,Personal Care,12,34.42,26.76,27.89,500.73,0.0,446.08,MA
06/01/2024,SO1693,Summit Foods,Hand Lotion,Crestline,Beverages,27,30.56,53.47,8.87,953.47,0.0,891.13,NJ
06/01/2024,SO1694,Harbor Wholesale,Cola 12pk,Aurora,Snacks,90,34.63,201.96,13.47,3581.47,0.0,3366.04,NJ
06/01/2024,SO1695,Maple Grocers,Dish Soap,Vanta,Snacks,96,4.81,29.92,8.24,536.86,0.0,498.7,MD
06/01/2024,SO1696,Oakwood Retail,Trail Mix,Northwind,Household,33,31.78,67.96,4.59,1205.19,0.0,1132.64,NJ
06/01/2024,SO1697,Summit Foods,Cola 12pk,Aurora,Snacks,54,11.97,41.89,25.29,765.27,0.0,698.09,MD
06/01/2024,SO1698,Birch & Co,Dish Soap,Aurora,Beverages,92,17.38,103.61,20.67,1851.16,0.0,1726.88,PA
06/01/2024,SO1699,Willow Distributors,Spring Water 24pk,Vanta,Household,41,27.79,73.83,25.42,1329.79,0.0,1230.54,PA
06/01/2024,SO1700,Summit Foods,Trail Mix,Crestline,Personal Care,67,7.45,32.34,7.58,579.0,0.0,539.08,MD
06/01/2024,SO1701,Oakwood Retail,Trail Mix,Vanta,Household,34,39.68,87.42,31.81,1576.28,0.0,1457.05,NY
06/01/2024,SO1702,Lakeside Provisions,Dish Soap,Northwind,Household,105,9.72,66.13,23.08,1191.46,0.0,1102.25,NY
06/01/2024,SO1703,Maple Grocers,Cola 12pk,Northwind,Personal Care,20,37.09,48.07,37.09,886.3,0.0,801.14,MD
06/01/2024,SO1704,Summit Foods,Cola 12pk,Aurora,Household,7,44.66,20.26,4.96,362.85,0.0,337.63,MD
06/01/2024,SO1705,Willow Distributors,Spring Water 24pk,Northwind,Personal Care,100,39.95,258.88,32.88,4606.36,0.0,4314.6,NY
06/01/2024,SO1706,Riverside Market,Trail Mix,Crestline,Household,93,26.31,158.55,36.65,2837.78,0.0,2642.58,PA
06/01/2024,SO1707,Riverside Market,Dish Soap,Northwind,Personal Care,107,28.83,199.9,34.39,3565.88,0.0,3331.59,NJ
06/01/2024,SO1708,Harbor Wholesale,Trail Mix,Crestline,Beverages,116,35.92,270.0,27.71,4797.77,0.0,4500.06,PA
06/01/2024,SO1709,Riverside Market,Spring Water 24pk,Crestline,Beverages,90,38.62,225.23,42.0,4021.09,0.0,3753.86,CT
06/01/2024,SO1710,Lakeside Provisions,Trail Mix,Vanta,Personal Care,16,34.32,35.58,10.12,638.75,0.0,593.05,CT
06/01/2024,SO1711,Oakwood Retail,Cola 12pk,Vanta,Personal Care,38,34.86,85.84,33.92,1550.41,0.0,1430.65,NJ
07/01/2024,SO1712,Willow Distributors,Trail Mix,Vanta,Snacks,60,24.09,81.95,6.24,1454.09,0.0,1365.9,CT
07/01/2024,SO1713,Maple Grocers,Dish Soap,Aurora,Beverages,115,21.84,142.41,36.1,2551.97,0.0,2373.46,PA
07/01/2024,SO1714,Riverside Market,Spring Water 24pk,Crestline,Household,28,12.12,19.24,6.89,346.83,0.0,320.7,NY
07/01/2024,SO1715,Summit Foods,Spring Water 24pk,Vanta,Beverages,106,20.33,122.19,34.78,2193.43,0.0,2036.46,PA
07/01/2024,SO1716,Maple Grocers,Hand Lotion,Vanta,Snacks,25,4.22,5.98,8.34,114.02,0.0,99.7,MA
07/01/2024,SO1717,Summit Foods,Spring Water 24pk,Vanta,Beverages,64,36.36,131.94,4.65,2335.64,0.0,2199.05,PA
07/01/2024,SO1718,Harbor Wholesale,Hand Lotion,Northwind,Household,75,23.2,98.66,32.12,1775.08,0.0,1644.3,DE
07/01/2024,SO1719,Pine Street Deli,Trail Mix,Crestline,Beverages,92,7.37,38.44,11.27,690.46,0.0,640.75,NJ
07/01/2024,SO1720,Willow Distributors,Cola 12pk,Vanta,Personal Care,8,5.22,2.37,24.33,66.16,0.0,39.46,NY
07/01/2024,SO1721,Oakwood Retail,Spring Water 24pk,Aurora,Personal Care,34,36.81,70.96,13.49,1267.16,0.0,1182.71,NJ
07/01/2024,SO1722,Willow Distributors,Hand Lotion,Crestline,Snacks,64,16.53,59.98,31.82,1091.53,0.0,999.73,NJ
07/01/2024,SO1723,Harbor Wholesale,Trail Mix,Aurora,Household,87,5.46,26.93,16.71,492.53,0.0,448.89,NJ
07/01/2024,SO1724,Riverside Market,Dish Soap,Vanta,Personal Care,34,44.24,85.29,10.49,1517.21,0.0,1421.43,CT
07/01/2024,SO1725,Pine Street Deli,Spring Water 24pk,Vanta,Personal Care,104,24.73,145.83,22.01,2598.3,0.0,2430.46,NY
07/01/2024,SO1726,Lakeside Provisions,Dish Soap,Crestline,Snacks,104,8.14,48.0,36.78,884.78,0.0,800.0,CT
07/01/2024,SO1727,Pine Street Deli,Hand Lotion,Aurora,Personal Care,101,6.72,38.48,11.03,690.9,0.0,641.39,PA
07/01/2024,SO1728,Pine Street Deli,Cola 12pk,Northwind,Beverages,96,33.9,184.52,49.92,3309.85,0.0,3075.41,NY
07/01/2024,SO1729,Riverside Market,Dish Soap,Aurora,Personal Care,49,10.29,28.59,31.88,536.95,0.0,476.48,MD
07/01/2024,SO1730,Birch & Co,Spring Water 24pk,Northwind,Personal Care,24,36.0,48.99,5.92,871.39,0.0,816.48,MD
07/01/2024,SO1731,Birch & Co,Hand Lotion,Vanta,Snacks,74,44.63,187.26,37.36,3345.6,0.0,3120.98,CT
07/01/2024,SO1732,Riverside Market,Hand Lotion,Crestline,Beverages,107,27.02,163.93,29.39,2925.45,0.0,2732.13,MA
07/01/2024,SO1733,Riverside Market,Hand Lotion,Northwind,Snacks,65,44.15,162.71,8.26,2882.88,0.0,2711.91,NY
07/01/2024,SO1734,Harbor Wholesale,Trail Mix,Northwind,Beverages,111,4.02,25.3,41.58,488.56,0.0,421.68,CT
07/01/2024,SO1735,Riverside Market,Volume Discount,Vanta,Snacks,1,-113.25,0.0,0.0,0.0,73.77,-189.32,MD
07/01/2024,SO1736,Summit Foods,Lost,Crestline,Beverages,3,18.83,0.0,0.0,0.0,0.0,396.3,NY
08/01/2024,SO1737,Birch & Co,Hand Lotion,Vanta,Household,53,21.28,57.26,46.87,1058.48,0.0,954.35,MD
08/01/2024,SO1738,Birch & Co,Hand Lotion,Crestline,Beverages,104,8.61,45.46,4.03,807.19,0.0,757.7,MD
08/01/2024,SO1739,Riverside Market,Hand Lotion,Vanta,Snacks,107,40.96,222.51,45.47,3976.52,0.0,3708.54,NY
08/01/2024,SO1740,Riverside Market,Cola 12pk,Aurora,Beverages,28,33.64,47.82,38.28,883.13,0.0,797.03,MD
08/01/2024,SO1741,Birch & Co,Dish Soap,Crestline,Personal Care,58,12.46,36.69,6.57,654.77,0.0,611.51,PA
08/01/2024,SO1742,Cedar Mart,Cola 12pk,Vanta,Personal Care,61,34.56,107.03,32.85,1923.75,0.0,1783.87,NJ
08/01/2024,SO1743,Pine Street Deli,Hand Lotion,Northwind,Snacks,40,3.56,7.23,14.14,141.87,0.0,120.5,MA
08/01/2024,SO1744,Maple Grocers,Hand Lotion,Vanta,Household,110,14.85,82.93,13.09,1478.24,0.0,1382.22,DE
08/01/2024,SO1745,Maple Grocers,Hand Lotion,Northwind,Household,39,14.58,28.87,39.36,549.38,0.0,481.15,PA
08/01/2024,SO1746,Oakwood Retail,Dish Soap,Aurora,Household,14,14.42,10.25,37.97,219.05,0.0,170.83,PA
08/01/2024,SO1747,Riverside Market,Trail Mix,Vanta,Snacks,110,38.48,214.9,13.41,3809.99,0.0,3581.68,PA
08/01/2024,SO1748,Oakwood Retail,Dish Soap,Vanta,Personal Care,77,23.48,91.79,1.68,1623.32,0.0,1529.85,MA
08/01/2024,SO1749,Harbor Wholesale,Hand Lotion,Aurora,Snacks,88,29.03,129.7,28.1,2319.47,0.0,2161.67,MD
08/01/2024,SO1750,Cedar Mart,Cola 12pk,Vanta,Household,25,25.36,32.19,20.55,589.21,0.0,536.47,MD
08/01/2024,SO1751,Birch & Co,Trail Mix,Aurora,Beverages,11,6.63,3.7,11.84,77.25,0.0,61.71,PA
08/01/2024,SO1752,Summit Foods,Cola 12pk,Vanta,Beverages,36,30.88,56.44,48.17,1045.28,0.0,940.67,NY
08/01/2024,SO1753,Harbor Wholesale,Spring Water 24pk,Northwind,Snacks,19,40.05,38.63,19.67,702.2,0.0,643.9,NJ
08/01/2024,SO1754,Maple Grocers,Dish Soap,Vanta,Snacks,30,20.59,31.36,13.01,567.05,0.0,522.68,PA
08/01/2024,SO1755,Cedar Mart,Cola 12pk,Crestline,Personal Care,61,23.77,73.62,48.98,1349.53,0.0,1226.93,DE
08/01/2024,SO1756,Maple Grocers,Trail Mix,Aurora,Household,73,30.48,112.97,9.9,2005.64,0.0,1882.77,CT
08/01/2024,SO1757,Summit Foods,Hand Lotion,Vanta,Household,92,17.21,80.39,15.43,1435.58,0.0,1339.76,PA
09/01/2024,SO1758,Pine Street Deli,Spring Water 24pk,Northwind,Household,37,9.35,16.81,11.27,308.3,0.0,280.22,NJ
09/01/2024,SO1759,Maple Grocers,Trail Mix,Vanta,Snacks,110,6.73,35.98,34.19,669.81,0.0,599.64,MD
09/01/2024,SO1760,Harbor Wholesale,Trail Mix,Northwind,Household,37,24.98,44.92,5.74,799.31,0.0,748.65,DE
09/01/2024,SO1761,Birch & Co,Spring Water 24pk,Vanta,Beverages,102,19.97,99.0,27.13,1776.05,0.0,1649.92,CT
09/01/2024,SO1762,Summit Foods,Cola 12pk,Northwind,Beverages,43,32.73,68.4,27.18,1235.57,0.0,1139.99,NY
09/01/2024,SO1763,Willow Distributors,Dish Soap,Crestline,Household,74,12.5,44.96,42.35,836.56,0.0,749.25,CT
09/01/2024,SO1764,Oakwood Retail,Hand Lotion,Vanta,Household,78,9.96,37.76,47.28,714.31,0.0,629.27,NY
09/01/2024,SO1765,Pine Street Deli,Cola 12pk,Vanta,Personal Care,116,12.08,68.1,4.88,1208.02,0.0,1135.04,MA
09/01/2024,SO1766,Maple Grocers,Cola 12pk,Aurora,Household,20,20.29,19.72,32.55,380.97,0.0,328.7,MA
09/01/2024,SO1767,Pine Street Deli,Spring Water 24pk,Crestline,Personal Care,90,15.2,66.48,39.35,1213.91,0.0,1108.08,NJ
09/01/2024,SO1768,Pine Street Deli,Dish Soap,Crestline,Household,42,36.87,75.26,22.96,1352.54,0.0,1254.32,PA
09/01/2024,SO1769,Harbor Wholesale,Trail Mix,Crestline,Snacks,68,36.35,120.13,24.86,2147.15,0.0,2002.16,NJ
09/01/2024,SO1770,Oakwood Retail,Trail Mix,Vanta,Beverages,36,13.86,24.25,8.24,436.65,0.0,404.16,DE
09/01/2024,SO1771,Pine Street Deli,Dish Soap,Vanta,Personal Care,72,34.78,121.7,25.97,2176.04,0.0,2028.37,CT
09/01/2024,SO1772,Maple Grocers,Cola 12pk,Vanta,Snacks,108,39.87,209.27,43.98,3741.08,0.0,3487.83,PA
09/01/2024,SO1773,Birch & Co,Hand Lotion,Northwind,Household,96,13.73,64.06,47.33,1179.03,0.0,1067.64,MA
09/01/2024,SO1774,Summit Foods,Cola 12pk,Crestline,Snacks,44,44.37,94.88,38.6,1714.83,0.0,1581.35,PA
09/01/2024,SO1775,Cedar Mart,Trail Mix,Aurora,Household,67,26.21,85.35,4.71,1512.48,0.0,1422.42,DE
09/01/2024,SO1776,Oakwood Retail,Spring Water 24pk,Northwind,Snacks,7,41.19,14.01,26.94,274.5,0.0,233.55,PA
09/01/2024,SO1777,Pine Street Deli,Hand Lotion,Northwind,Household,103,7.43,37.19,32.84,689.91,0.0,619.88,PA
09/01/2024,SO1778,Willow Distributors,Dish Soap,Crestline,Personal Care,93,19.69,88.99,4.67,1576.91,0.0,1483.25,MD
09/01/2024,SO1779,Cedar Mart,Spring Water 24pk,Aurora,Beverages,73,43.51,154.36,10.19,2737.3,0.0,2572.75,CT
09/01/2024,SO1780,Birch & Co,Spring Water 24pk,Northwind,Personal Care,78,6.95,26.35,17.83,483.28,0.0,439.1,MA
09/01/2024,SO1781,Lakeside Provisions,Spring Water 24pk,Crestline,Snacks,45,27.26,59.62,31.73,1084.98,0.0,993.63,NY
09/01/2024,SO1782,Oakwood Retail,Hand Lotion,Northwind,Personal Care,59,29.99,85.99,9.79,1529.0,0.0,1433.22,NY
09/01/2024,SO1783,Summit Foods,Spring Water 24pk,Crestline,Personal Care,114,25.39,140.67,7.9,2493.08,0.0,2344.51,PA
10/01/2024,SO1784,Oakwood Retail,Spring Water 24pk,Northwind,Beverages,84,39.0,166.32,45.31,2983.69,0.0,2772.06,CT
10/01/2024,SO1785,Harbor Wholesale,Trail Mix,Crestline,Snacks,118,10.09,60.45,25.35,1093.27,0.0,1007.47,CT
10/01/2024,SO1786,Summit Foods,Cola 12pk,Aurora,Personal Care,96,11.48,55.95,9.21,997.71,0.0,932.55,DE
10/01/2024,SO1787,Lakeside Provisions,Hand Lotion,Vanta,Personal Care,105,33.77,180.02,41.02,3221.44,0.0,3000.4,CT
10/01/2024,SO1788,Maple Grocers,Cola 12pk,Aurora,Snacks,105,21.49,114.56,30.76,2054.67,0.0,1909.35,DE
10/01/2024,SO1789,Maple Grocers,Dish Soap,Crestline,Snacks,23,40.06,46.78,40.18,866.61,0.0,779.65,NJ
10/01/2024,SO1790,Harbor Wholesale,Trail Mix,Aurora,Household,50,16.43,41.71,49.42,786.26,0.0,695.13,PA
10/01/2024,SO1791,Riverside Market,Hand Lotion,Northwind,Household,113,44.33,254.32,33.4,4526.45,0.0,4238.73,NY
10/01/2024,SO1792,Maple Grocers,Dish Soap,Aurora,Household,17,16.57,14.3,49.85,302.51,0.0,238.36,CT
10/01/2024,SO1793,Lakeside Provisions,Trail Mix,Crestline,Household,99,30.56,153.6,6.49,2720.14,0.0,2560.05,CT
10/01/2024,SO1794,Harbor Wholesale,Trail Mix,Crestline,Personal Care,73,26.51,98.25,26.37,1762.16,0.0,1637.54,NJ
10/01/2024,SO1795,Harbor Wholesale,Trail Mix,Northwind,Snacks,29,37.56,55.3,10.49,987.48,0.0,921.69,DE
10/01/2024,SO1796,Willow Distributors,Cola 12pk,Aurora,Snacks,9,43.89,20.06,16.84,371.15,0.0,334.25,NJ
10/01/2024,SO1797,Maple Grocers,Hand Lotion,Crestline,Household,13,37.4,24.68,27.04,463.13,0.0,411.41,MD
10/01/2024,SO1798,Willow Distributors,Spring Water 24pk,Aurora,Beverages,87,34.9,154.15,49.4,2772.79,0.0,2569.24,DE
10/01/2024,SO1799,Maple Grocers,Spring Water 24pk,Aurora,Personal Care,70,37.51,133.31,22.96,2378.07,0.0,2221.8,CT
10/01/2024,SO1800,Riverside Market,Cola 12pk,Vanta,Household,89,13.68,61.81,40.96,1133.0,0.0,1030.23,CT
10/01/2024,SO1801,Harbor Wholesale,Spring Water 24pk,Northwind,Household,80,17.08,69.37,8.69,1234.27,0.0,1156.21,CT
10/01/2024,SO1802,Birch & Co,Dish Soap,Aurora,Snacks,25,7.74,9.82,4.36,177.91,0.0,163.73,CT
10/01/2024,SO1803,Birch & Co,Cola 12pk,Aurora,Beverages,37,13.07,24.55,7.1,440.85,0.0,409.2,PA
10/01/2024,SO1804,Riverside Market,Hand Lotion,Aurora,Snacks,45,34.07,77.84,9.56,1384.71,0.0,1297.31,MA
10/01/2024,SO1805,Pine Street Deli,Cola 12pk,Northwind,Snacks,79,30.35,121.73,31.05,2181.61,0.0,2028.83,PA
10/01/2024,SO1806,Pine Street Deli,Trail Mix,Vanta,Beverages,26,34.0,44.88,40.31,833.21,0.0,748.02,MA
10/01/2024,SO1807,Harbor Wholesale,Hand Lotion,Vanta,Household,98,44.12,219.52,31.71,3909.88,0.0,3658.65,NY
10/01/2024,SO1808,Maple Grocers,Volume Discount,Aurora,Beverages,1,-141.71,0.0,0.0,0.0,78.52,-143.54,NJ
10/01/2024,SO1809,Willow Distributors,Lost,Northwind,Beverages,7,10.02,0.0,0.0,0.0,0.0,541.46,NY
11/01/2024,SO1810,Pine Street Deli,Trail Mix,Aurora,Personal Care,76,6.05,26.07,3.85,464.43,0.0,434.51,PA
11/01/2024,SO1811,Cedar Mart,Spring Water 24pk,Crestline,Beverages,71,32.15,129.43,25.63,2312.16,0.0,2157.1,MD
11/01/2024,SO1812,Maple Grocers,Dish Soap,Northwind,Household,42,18.14,43.2,3.43,766.61,0.0,719.98,MD
